KB손해보험,KB손해보험,OK금융그룹,OK금융그룹,VS,대한항공,대한항공,삼성화재,삼성화재,시즌,우리카드,우리카드,한국전력,한국전력,현대캐피탈,현대캐피탈
Vs 상대,시즌평균,Vs 상대,시즌평균,구분,Vs 상대,시즌평균,Vs 상대,시즌평균,,Vs 상대,시즌평균,Vs 상대,시즌평균,Vs 상대,시즌평균
,,,,서브,,,1.00,1.02,017,,,1.79,1.42,,
,,,,블로킹,,,2.54,1.90,017,,,2.86,2.48,,
,,,,디그,,,8.64,8.48,017,,,9.71,9.58,,
,,,,세트,,,11.29,11.75,017,,,10.46,11.39,,
,,,,리시브,,,6.29,6.21,017,,,6.36,6.46,,
,,,,벌칙,,,0.00,0.00,017,,,0.00,0.00,,
,,,,범실,,,29.50,25.94,017,,,26.83,24.72,,
,,96.83,92.06,득점,,,86.50,83.08,017,,,,,,
,,52.72%,50.27%,공격,,,50.39%,49.34%,017,,,,,,
,,45.77%,40.53%,오픈공격,,,42.70%,43.40%,017,,,,,,
,,57.14%,64.71%,시간차공격,,,44.44%,58.00%,017,,,,,,
,,,0.00%,이동공격,,,,0.00%,017,,,,,,
,,60.15%,56.78%,후위공격,,,54.86%,52.96%,017,,,,,,
,,55.07%,53.55%,속공,,,51.43%,51.88%,017,,,,,,
,,54.23%,56.19%,퀵오픈,,,60.56%,54.59%,017,,,,,,
,,1.42,1.14,서브,,,1.00,1.02,017,,,,,,
,,3.25,2.35,블로킹,,,1.67,1.90,017,,,,,,
,,8.33,8.81,디그,,,9.21,8.48,017,,,,,,
,,11.50,11.77,세트,,,12.79,11.75,017,,,,,,
,,6.00,6.43,리시브,,,6.88,6.21,017,,,,,,
,,0.00,0.00,벌칙,,,0.00,0.00,017,,,,,,
,,22.17,24.36,범실,,,29.50,25.94,017,,,,,,
,,,,득점,,,73.83,83.08,017,85.67,87.97,,,,
,,,,공격,,,48.28%,49.34%,017,54.51%,52.70%,,,,
,,,,오픈공격,,,44.54%,43.40%,017,46.74%,43.10%,,,,
,,,,시간차공격,,,55.56%,58.00%,017,75.00%,66.92%,,,,
,,,,이동공격,,,,0.00%,017,,0.00%,,,,
,,,,후위공격,,,42.86%,52.96%,017,54.70%,57.71%,,,,
,,,,속공,,,66.15%,51.88%,017,60.00%,55.90%,,,,
,,,,퀵오픈,,,50.39%,54.59%,017,59.65%,57.84%,,,,
,,,,서브,,,1.09,1.02,017,1.36,1.12,,,,
,,,,블로킹,,,1.82,1.90,017,2.73,1.93,,,,
,,,,디그,,,8.05,8.48,017,8.50,9.69,,,,
,,,,세트,,,11.77,11.75,017,11.77,12.54,,,,
,,,,리시브,,,6.55,6.21,017,5.36,6.44,,,,
,,,,벌칙,,,0.00,0.00,017,0.00,0.00,,,,
,,,,범실,,,25.00,25.94,017,18.83,19.50,,,,
84.33,88.50,,,득점,92.00,93.75,,,017,,,,,,
50.57%,51.35%,,,공격,53.28%,52.51%,,,017,,,,,,
43.48%,45.37%,,,오픈공격,42.42%,46.58%,,,017,,,,,,
60.00%,68.49%,,,시간차공격,100.00%,62.50%,,,017,,,,,,
,0.00%,,,이동공격,,0.00%,,,017,,,,,,
57.14%,53.73%,,,후위공격,60.47%,56.31%,,,017,,,,,,
39.71%,50.40%,,,속공,61.46%,57.69%,,,017,,,,,,
58.99%,58.03%,,,퀵오픈,58.70%,54.95%,,,017,,,,,,
1.08,1.38,,,서브,1.46,1.54,,,017,,,,,,
1.75,1.90,,,블로킹,1.88,2.32,,,017,,,,,,
8.83,9.17,,,디그,9.92,10.29,,,017,,,,,,
12.50,12.63,,,세트,12.67,12.98,,,017,,,,,,
6.46,6.12,,,리시브,6.83,7.23,,,017,,,,,,
0.00,0.00,,,벌칙,0.00,0.03,,,017,,,,,,
25.83,26.31,,,범실,21.33,24.58,,,017,,,,,,
92.83,88.50,,,득점,,,88.50,83.08,017,,,,,,
52.85%,51.35%,,,공격,,,50.85%,49.34%,017,,,,,,
44.49%,45.37%,,,오픈공격,,,47.08%,43.40%,017,,,,,,
100.00%,68.49%,,,시간차공격,,,77.78%,58.00%,017,,,,,,
,0.00%,,,이동공격,,,,0.00%,017,,,,,,
54.43%,53.73%,,,후위공격,,,53.15%,52.96%,017,,,,,,
62.00%,50.40%,,,속공,,,55.56%,51.88%,017,,,,,,
60.87%,58.03%,,,퀵오픈,,,51.43%,54.59%,017,,,,,,
1.62,1.38,,,서브,,,0.96,1.02,017,,,,,,
2.08,1.90,,,블로킹,,,1.85,1.90,017,,,,,,
7.85,9.17,,,디그,,,7.35,8.48,017,,,,,,
11.73,12.63,,,세트,,,11.00,11.75,017,,,,,,
4.92,6.12,,,리시브,,,5.92,6.21,017,,,,,,
0.00,0.00,,,벌칙,,,0.00,0.00,017,,,,,,
26.50,26.31,,,범실,,,24.17,25.94,017,,,,,,
96.00,88.50,,,득점,,,,,017,,,,,88.67,87.67
51.06%,51.35%,,,공격,,,,,017,,,,,49.11%,49.79%
45.64%,45.37%,,,오픈공격,,,,,017,,,,,44.00%,42.49%
66.67%,68.49%,,,시간차공격,,,,,017,,,,,75.00%,66.04%
,0.00%,,,이동공격,,,,,017,,,,,,0.00%
54.66%,53.73%,,,후위공격,,,,,017,,,,,48.97%,49.27%
48.81%,50.40%,,,속공,,,,,017,,,,,63.10%,54.74%
55.41%,58.03%,,,퀵오픈,,,,,017,,,,,47.19%,55.23%
1.71,1.38,,,서브,,,,,017,,,,,0.58,0.87
2.08,1.90,,,블로킹,,,,,017,,,,,2.04,2.43
10.04,9.17,,,디그,,,,,017,,,,,10.21,9.45
13.25,12.63,,,세트,,,,,017,,,,,11.96,11.88
8.25,6.12,,,리시브,,,,,017,,,,,6.46,7.06
0.00,0.00,,,벌칙,,,,,017,,,,,0.00,0.00
27.83,26.31,,,범실,,,,,017,,,,,24.67,25.03
87.00,88.50,,,득점,,,,,017,,,89.17,92.94,,
51.66%,51.35%,,,공격,,,,,017,,,51.02%,49.00%,,
45.54%,45.37%,,,오픈공격,,,,,017,,,50.43%,44.04%,,
76.92%,68.49%,,,시간차공격,,,,,017,,,58.33%,51.90%,,
,0.00%,,,이동공격,,,,,017,,,,0.00%,,
50.60%,53.73%,,,후위공격,,,,,017,,,44.22%,47.89%,,
58.93%,50.40%,,,속공,,,,,017,,,63.38%,57.59%,,
58.93%,58.03%,,,퀵오픈,,,,,017,,,53.33%,56.05%,,
1.50,1.38,,,서브,,,,,017,,,1.88,1.42,,
2.00,1.90,,,블로킹,,,,,017,,,2.46,2.48,,
8.21,9.17,,,디그,,,,,017,,,7.63,9.58,,
11.96,12.63,,,세트,,,,,017,,,10.63,11.39,,
4.79,6.12,,,리시브,,,,,017,,,5.08,6.46,,
0.00,0.00,,,벌칙,,,,,017,,,0.00,0.00,,
26.17,26.31,,,범실,,,,,017,,,23.67,24.72,,
93.67,88.50,93.00,92.06,득점,,,,,017,,,,,,
50.53%,51.35%,49.92%,50.27%,공격,,,,,017,,,,,,
46.15%,45.37%,39.33%,40.53%,오픈공격,,,,,017,,,,,,
68.75%,68.49%,75.00%,64.71%,시간차공격,,,,,017,,,,,,
,0.00%,,0.00%,이동공격,,,,,017,,,,,,
50.75%,53.73%,57.89%,56.78%,후위공격,,,,,017,,,,,,
51.67%,50.40%,56.82%,53.55%,속공,,,,,017,,,,,,
56.45%,58.03%,53.62%,56.19%,퀵오픈,,,,,017,,,,,,
1.16,1.38,1.20,1.14,서브,,,,,017,,,,,,
2.04,1.90,2.28,2.35,블로킹,,,,,017,,,,,,
10.36,9.17,9.00,8.81,디그,,,,,017,,,,,,
12.80,12.63,12.20,11.77,세트,,,,,017,,,,,,
6.16,6.12,5.80,6.43,리시브,,,,,017,,,,,,
0.00,0.00,0.00,0.00,벌칙,,,,,017,,,,,,
26.50,26.31,24.67,24.36,범실,,,,,017,,,,,,
77.17,88.50,,,득점,,,,,017,81.17,87.97,,,,
51.61%,51.35%,,,공격,,,,,017,53.03%,52.70%,,,,
46.84%,45.37%,,,오픈공격,,,,,017,43.58%,43.10%,,,,
55.56%,68.49%,,,시간차공격,,,,,017,70.00%,66.92%,,,,
,0.00%,,,이동공격,,,,,017,,0.00%,,,,
55.56%,53.73%,,,후위공격,,,,,017,57.78%,57.71%,,,,
45.28%,50.40%,,,속공,,,,,017,56.06%,55.90%,,,,
57.85%,58.03%,,,퀵오픈,,,,,017,57.66%,57.84%,,,,
1.19,1.38,,,서브,,,,,017,1.24,1.12,,,,
1.38,1.90,,,블로킹,,,,,017,1.90,1.93,,,,
9.86,9.17,,,디그,,,,,017,10.10,9.69,,,,
13.71,12.63,,,세트,,,,,017,12.52,12.54,,,,
6.24,6.12,,,리시브,,,,,017,6.19,6.44,,,,
0.00,0.00,,,벌칙,,,,,017,0.00,0.00,,,,
25.00,26.31,,,범실,,,,,017,16.67,19.50,,,,
,,,,득점,89.67,93.75,,,017,,,,,77.00,87.67
,,,,공격,54.26%,52.51%,,,017,,,,,46.38%,49.79%
,,,,오픈공격,49.55%,46.58%,,,017,,,,,33.89%,42.49%
,,,,시간차공격,50.00%,62.50%,,,017,,,,,50.00%,66.04%
,,,,이동공격,,0.00%,,,017,,,,,,0.00%
,,,,후위공격,57.66%,56.31%,,,017,,,,,46.34%,49.27%
,,,,속공,58.51%,57.69%,,,017,,,,,50.00%,54.74%
,,,,퀵오픈,56.25%,54.95%,,,017,,,,,58.44%,55.23%
,,,,서브,1.32,1.54,,,017,,,,,0.45,0.87
,,,,블로킹,2.41,2.32,,,017,,,,,1.86,2.43
,,,,디그,10.45,10.29,,,017,,,,,9.00,9.45
,,,,세트,13.55,12.98,,,017,,,,,11.45,11.88
,,,,리시브,7.36,7.23,,,017,,,,,8.00,7.06
,,,,벌칙,0.00,0.03,,,017,,,,,0.00,0.00
,,,,범실,24.67,24.58,,,017,,,,,24.00,25.03
,,,,득점,,,72.33,83.08,017,,,,,78.50,87.67
,,,,공격,,,49.32%,49.34%,017,,,,,50.74%,49.79%
,,,,오픈공격,,,39.81%,43.40%,017,,,,,44.51%,42.49%
,,,,시간차공격,,,40.00%,58.00%,017,,,,,66.67%,66.04%
,,,,이동공격,,,,0.00%,017,,,,,,0.00%
,,,,후위공격,,,56.00%,52.96%,017,,,,,54.00%,49.27%
,,,,속공,,,59.68%,51.88%,017,,,,,50.91%,54.74%
,,,,퀵오픈,,,55.24%,54.59%,017,,,,,55.91%,55.23%
,,,,서브,,,1.20,1.02,017,,,,,1.20,0.87
,,,,블로킹,,,1.50,1.90,017,,,,,3.30,2.43
,,,,디그,,,9.25,8.48,017,,,,,8.75,9.45
,,,,세트,,,12.10,11.75,017,,,,,11.10,11.88
,,,,리시브,,,5.30,6.21,017,,,,,6.25,7.06
,,,,벌칙,,,0.00,0.00,017,,,,,0.00,0.00
,,,,범실,,,23.33,25.94,017,,,,,20.83,25.03
96.00,88.50,,,득점,,,,,017,,,,,88.67,87.67
51.06%,51.35%,,,공격,,,,,017,,,,,49.11%,49.79%
45.64%,45.37%,,,오픈공격,,,,,017,,,,,44.00%,42.49%
66.67%,68.49%,,,시간차공격,,,,,017,,,,,75.00%,66.04%
,0.00%,,,이동공격,,,,,017,,,,,,0.00%
54.66%,53.73%,,,후위공격,,,,,017,,,,,48.97%,49.27%
48.81%,50.40%,,,속공,,,,,017,,,,,63.10%,54.74%
55.41%,58.03%,,,퀵오픈,,,,,017,,,,,47.19%,55.23%
1.71,1.38,,,서브,,,,,017,,,,,0.58,0.87
2.08,1.90,,,블로킹,,,,,017,,,,,2.04,2.43
10.04,9.17,,,디그,,,,,017,,,,,10.21,9.45
13.25,12.63,,,세트,,,,,017,,,,,11.96,11.88
8.25,6.12,,,리시브,,,,,017,,,,,6.46,7.06
0.00,0.00,,,벌칙,,,,,017,,,,,0.00,0.00
27.83,26.31,,,범실,,,,,017,,,,,24.67,25.03
,,,,득점,,,,,017,,,95.50,92.94,91.83,87.67
,,,,공격,,,,,017,,,49.38%,49.00%,50.86%,49.79%
,,,,오픈공격,,,,,017,,,45.05%,44.04%,44.44%,42.49%
,,,,시간차공격,,,,,017,,,45.45%,51.90%,77.78%,66.04%
,,,,이동공격,,,,,017,,,,0.00%,,0.00%
,,,,후위공격,,,,,017,,,47.83%,47.89%,49.08%,49.27%
,,,,속공,,,,,017,,,61.00%,57.59%,54.72%,54.74%
,,,,퀵오픈,,,,,017,,,52.38%,56.05%,56.44%,55.23%
,,,,서브,,,,,017,,,1.08,1.42,1.08,0.87
,,,,블로킹,,,,,017,,,2.32,2.48,2.76,2.43
,,,,디그,,,,,017,,,10.60,9.58,9.16,9.45
,,,,세트,,,,,017,,,11.84,11.39,12.32,11.88
,,,,리시브,,,,,017,,,6.20,6.46,7.52,7.06
,,,,벌칙,,,,,017,,,0.00,0.00,0.00,0.00
,,,,범실,,,,,017,,,21.67,24.72,27.67,25.03
,,100.00,92.06,득점,,,,,017,,,,,97.67,87.67
,,51.19%,50.27%,공격,,,,,017,,,,,49.70%,49.79%
,,37.97%,40.53%,오픈공격,,,,,017,,,,,39.41%,42.49%
,,50.00%,64.71%,시간차공격,,,,,017,,,,,60.00%,66.04%
,,,0.00%,이동공격,,,,,017,,,,,,0.00%
,,61.97%,56.78%,후위공격,,,,,017,,,,,50.32%,49.27%
,,49.38%,53.55%,속공,,,,,017,,,,,55.05%,54.74%
,,63.13%,56.19%,퀵오픈,,,,,017,,,,,56.35%,55.23%
,,1.15,1.14,서브,,,,,017,,,,,0.70,0.87
,,2.30,2.35,블로킹,,,,,017,,,,,2.48,2.43
,,9.48,8.81,디그,,,,,017,,,,,9.22,9.45
,,12.07,11.77,세트,,,,,017,,,,,11.85,11.88
,,7.07,6.43,리시브,,,,,017,,,,,7.19,7.06
,,0.00,0.00,벌칙,,,,,017,,,,,0.00,0.00
,,27.33,24.36,범실,,,,,017,,,,,27.33,25.03
,,,,득점,,,,,017,91.17,87.97,,,92.33,87.67
,,,,공격,,,,,017,50.00%,52.70%,,,51.81%,49.79%
,,,,오픈공격,,,,,017,37.67%,43.10%,,,47.69%,42.49%
,,,,시간차공격,,,,,017,50.00%,66.92%,,,63.64%,66.04%
,,,,이동공격,,,,,017,,0.00%,,,,0.00%
,,,,후위공격,,,,,017,56.88%,57.71%,,,47.79%,49.27%
,,,,속공,,,,,017,57.28%,55.90%,,,54.44%,54.74%
,,,,퀵오픈,,,,,017,56.62%,57.84%,,,57.61%,55.23%
,,,,서브,,,,,017,1.20,1.12,,,1.24,0.87
,,,,블로킹,,,,,017,1.52,1.93,,,2.20,2.43
,,,,디그,,,,,017,9.96,9.69,,,10.24,9.45
,,,,세트,,,,,017,12.36,12.54,,,12.40,11.88
,,,,리시브,,,,,017,6.92,6.44,,,6.88,7.06
,,,,벌칙,,,,,017,0.00,0.00,,,0.00,0.00
,,,,범실,,,,,017,22.67,19.50,,,25.67,25.03
,,,,득점,94.50,93.75,,,017,,,91.17,92.94,,
,,,,공격,47.06%,52.51%,,,017,,,45.33%,49.00%,,
,,,,오픈공격,44.40%,46.58%,,,017,,,40.07%,44.04%,,
,,,,시간차공격,50.00%,62.50%,,,017,,,54.55%,51.90%,,
,,,,이동공격,,0.00%,,,017,,,,0.00%,,
,,,,후위공격,45.52%,56.31%,,,017,,,48.50%,47.89%,,
,,,,속공,52.58%,57.69%,,,017,,,42.70%,57.59%,,
,,,,퀵오픈,48.54%,54.95%,,,017,,,54.17%,56.05%,,
,,,,서브,1.92,1.54,,,017,,,1.38,1.42,,
,,,,블로킹,2.33,2.32,,,017,,,2.83,2.48,,
,,,,디그,13.00,10.29,,,017,,,11.54,9.58,,
,,,,세트,12.83,12.98,,,017,,,11.67,11.39,,
,,,,리시브,7.54,7.23,,,017,,,6.63,6.46,,
,,,,벌칙,0.17,0.03,,,017,,,0.00,0.00,,
,,,,범실,23.83,24.58,,,017,,,24.17,24.72,,
,,,,득점,,,98.67,83.08,017,,,101.83,92.94,,
,,,,공격,,,48.82%,49.34%,017,,,45.31%,49.00%,,
,,,,오픈공격,,,47.06%,43.40%,017,,,40.13%,44.04%,,
,,,,시간차공격,,,83.33%,58.00%,017,,,52.38%,51.90%,,
,,,,이동공격,,,,0.00%,017,,,,0.00%,,
,,,,후위공격,,,52.07%,52.96%,017,,,44.74%,47.89%,,
,,,,속공,,,40.26%,51.88%,017,,,58.62%,57.59%,,
,,,,퀵오픈,,,51.30%,54.59%,017,,,48.21%,56.05%,,
,,,,서브,,,1.00,1.02,017,,,1.79,1.42,,
,,,,블로킹,,,2.54,1.90,017,,,2.86,2.48,,
,,,,디그,,,8.64,8.48,017,,,9.71,9.58,,
,,,,세트,,,11.29,11.75,017,,,10.46,11.39,,
,,,,리시브,,,6.29,6.21,017,,,6.36,6.46,,
,,,,벌칙,,,0.00,0.00,017,,,0.00,0.00,,
,,,,범실,,,29.50,25.94,017,,,26.83,24.72,,
87.00,88.50,,,득점,,,,,017,,,89.17,92.94,,
51.66%,51.35%,,,공격,,,,,017,,,51.02%,49.00%,,
45.54%,45.37%,,,오픈공격,,,,,017,,,50.43%,44.04%,,
76.92%,68.49%,,,시간차공격,,,,,017,,,58.33%,51.90%,,
,0.00%,,,이동공격,,,,,017,,,,0.00%,,
50.60%,53.73%,,,후위공격,,,,,017,,,44.22%,47.89%,,
58.93%,50.40%,,,속공,,,,,017,,,63.38%,57.59%,,
58.93%,58.03%,,,퀵오픈,,,,,017,,,53.33%,56.05%,,
1.50,1.38,,,서브,,,,,017,,,1.88,1.42,,
2.00,1.90,,,블로킹,,,,,017,,,2.46,2.48,,
8.21,9.17,,,디그,,,,,017,,,7.63,9.58,,
11.96,12.63,,,세트,,,,,017,,,10.63,11.39,,
4.79,6.12,,,리시브,,,,,017,,,5.08,6.46,,
0.00,0.00,,,벌칙,,,,,017,,,0.00,0.00,,
26.17,26.31,,,범실,,,,,017,,,23.67,24.72,,
,,,,득점,,,,,017,,,95.50,92.94,91.83,87.67
,,,,공격,,,,,017,,,49.38%,49.00%,50.86%,49.79%
,,,,오픈공격,,,,,017,,,45.05%,44.04%,44.44%,42.49%
,,,,시간차공격,,,,,017,,,45.45%,51.90%,77.78%,66.04%
,,,,이동공격,,,,,017,,,,0.00%,,0.00%
,,,,후위공격,,,,,017,,,47.83%,47.89%,49.08%,49.27%
,,,,속공,,,,,017,,,61.00%,57.59%,54.72%,54.74%
,,,,퀵오픈,,,,,017,,,52.38%,56.05%,56.44%,55.23%
,,,,서브,,,,,017,,,1.08,1.42,1.08,0.87
,,,,블로킹,,,,,017,,,2.32,2.48,2.76,2.43
,,,,디그,,,,,017,,,10.60,9.58,9.16,9.45
,,,,세트,,,,,017,,,11.84,11.39,12.32,11.88
,,,,리시브,,,,,017,,,6.20,6.46,7.52,7.06
,,,,벌칙,,,,,017,,,0.00,0.00,0.00,0.00
,,,,범실,,,,,017,,,21.67,24.72,27.67,25.03
,,92.17,92.06,득점,,,,,017,,,95.17,92.94,,
,,48.89%,50.27%,공격,,,,,017,,,51.97%,49.00%,,
,,35.44%,40.53%,오픈공격,,,,,017,,,43.33%,44.04%,,
,,60.00%,64.71%,시간차공격,,,,,017,,,63.64%,51.90%,,
,,,0.00%,이동공격,,,,,017,,,,0.00%,,
,,47.50%,56.78%,후위공격,,,,,017,,,55.24%,47.89%,,
,,55.41%,53.55%,속공,,,,,017,,,56.41%,57.59%,,
,,62.16%,56.19%,퀵오픈,,,,,017,,,65.09%,56.05%,,
,,1.15,1.14,서브,,,,,017,,,1.12,1.42,,
,,2.04,2.35,블로킹,,,,,017,,,2.27,2.48,,
,,8.50,8.81,디그,,,,,017,,,8.88,9.58,,
,,11.31,11.77,세트,,,,,017,,,11.58,11.39,,
,,6.81,6.43,리시브,,,,,017,,,6.81,6.46,,
,,0.00,0.00,벌칙,,,,,017,,,0.00,0.00,,
,,27.50,24.36,범실,,,,,017,,,27.00,24.72,,
,,,,득점,,,,,017,88.33,87.97,84.83,92.94,,
,,,,공격,,,,,017,53.56%,52.70%,51.91%,49.00%,,
,,,,오픈공격,,,,,017,44.13%,43.10%,47.01%,44.04%,,
,,,,시간차공격,,,,,017,66.67%,66.92%,38.46%,51.90%,,
,,,,이동공격,,,,,017,,0.00%,,0.00%,,
,,,,후위공격,,,,,017,56.83%,57.71%,47.22%,47.89%,,
,,,,속공,,,,,017,54.76%,55.90%,64.63%,57.59%,,
,,,,퀵오픈,,,,,017,58.82%,57.84%,63.83%,56.05%,,
,,,,서브,,,,,017,0.79,1.12,1.25,1.42,,
,,,,블로킹,,,,,017,1.83,1.93,2.08,2.48,,
,,,,디그,,,,,017,9.46,9.69,9.13,9.58,,
,,,,세트,,,,,017,12.75,12.54,12.29,11.39,,
,,,,리시브,,,,,017,6.38,6.44,7.67,6.46,,
,,,,벌칙,,,,,017,0.00,0.00,0.00,0.00,,
,,,,범실,,,,,017,19.17,19.50,25.00,24.72,,
,,90.67,92.06,득점,98.33,93.75,,,017,,,,,,
,,47.59%,50.27%,공격,53.85%,52.51%,,,017,,,,,,
,,42.86%,40.53%,오픈공격,50.00%,46.58%,,,017,,,,,,
,,50.00%,64.71%,시간차공격,100.00%,62.50%,,,017,,,,,,
,,,0.00%,이동공격,,0.00%,,,017,,,,,,
,,57.14%,56.78%,후위공격,60.71%,56.31%,,,017,,,,,,
,,51.25%,53.55%,속공,55.56%,57.69%,,,017,,,,,,
,,44.85%,56.19%,퀵오픈,53.15%,54.95%,,,017,,,,,,
,,0.85,1.14,서브,1.27,1.54,,,017,,,,,,
,,2.23,2.35,블로킹,2.46,2.32,,,017,,,,,,
,,8.88,8.81,디그,9.96,10.29,,,017,,,,,,
,,11.12,11.77,세트,12.65,12.98,,,017,,,,,,
,,6.38,6.43,리시브,6.65,7.23,,,017,,,,,,
,,0.00,0.00,벌칙,0.00,0.03,,,017,,,,,,
,,23.83,24.36,범실,26.00,24.58,,,017,,,,,,
,,96.83,92.06,득점,,,86.50,83.08,017,,,,,,
,,52.72%,50.27%,공격,,,50.39%,49.34%,017,,,,,,
,,45.77%,40.53%,오픈공격,,,42.70%,43.40%,017,,,,,,
,,57.14%,64.71%,시간차공격,,,44.44%,58.00%,017,,,,,,
,,,0.00%,이동공격,,,,0.00%,017,,,,,,
,,60.15%,56.78%,후위공격,,,54.86%,52.96%,017,,,,,,
,,55.07%,53.55%,속공,,,51.43%,51.88%,017,,,,,,
,,54.23%,56.19%,퀵오픈,,,60.56%,54.59%,017,,,,,,
,,1.42,1.14,서브,,,1.00,1.02,017,,,,,,
,,3.25,2.35,블로킹,,,1.67,1.90,017,,,,,,
,,8.33,8.81,디그,,,9.21,8.48,017,,,,,,
,,11.50,11.77,세트,,,12.79,11.75,017,,,,,,
,,6.00,6.43,리시브,,,6.88,6.21,017,,,,,,
,,0.00,0.00,벌칙,,,0.00,0.00,017,,,,,,
,,22.17,24.36,범실,,,29.50,25.94,017,,,,,,
93.67,88.50,93.00,92.06,득점,,,,,017,,,,,,
50.53%,51.35%,49.92%,50.27%,공격,,,,,017,,,,,,
46.15%,45.37%,39.33%,40.53%,오픈공격,,,,,017,,,,,,
68.75%,68.49%,75.00%,64.71%,시간차공격,,,,,017,,,,,,
,0.00%,,0.00%,이동공격,,,,,017,,,,,,
50.75%,53.73%,57.89%,56.78%,후위공격,,,,,017,,,,,,
51.67%,50.40%,56.82%,53.55%,속공,,,,,017,,,,,,
56.45%,58.03%,53.62%,56.19%,퀵오픈,,,,,017,,,,,,
1.16,1.38,1.20,1.14,서브,,,,,017,,,,,,
2.04,1.90,2.28,2.35,블로킹,,,,,017,,,,,,
10.36,9.17,9.00,8.81,디그,,,,,017,,,,,,
12.80,12.63,12.20,11.77,세트,,,,,017,,,,,,
6.16,6.12,5.80,6.43,리시브,,,,,017,,,,,,
0.00,0.00,0.00,0.00,벌칙,,,,,017,,,,,,
26.50,26.31,24.67,24.36,범실,,,,,017,,,,,,
,,100.00,92.06,득점,,,,,017,,,,,97.67,87.67
,,51.19%,50.27%,공격,,,,,017,,,,,49.70%,49.79%
,,37.97%,40.53%,오픈공격,,,,,017,,,,,39.41%,42.49%
,,50.00%,64.71%,시간차공격,,,,,017,,,,,60.00%,66.04%
,,,0.00%,이동공격,,,,,017,,,,,,0.00%
,,61.97%,56.78%,후위공격,,,,,017,,,,,50.32%,49.27%
,,49.38%,53.55%,속공,,,,,017,,,,,55.05%,54.74%
,,63.13%,56.19%,퀵오픈,,,,,017,,,,,56.35%,55.23%
,,1.15,1.14,서브,,,,,017,,,,,0.70,0.87
,,2.30,2.35,블로킹,,,,,017,,,,,2.48,2.43
,,9.48,8.81,디그,,,,,017,,,,,9.22,9.45
,,12.07,11.77,세트,,,,,017,,,,,11.85,11.88
,,7.07,6.43,리시브,,,,,017,,,,,7.19,7.06
,,0.00,0.00,벌칙,,,,,017,,,,,0.00,0.00
,,27.33,24.36,범실,,,,,017,,,,,27.33,25.03
,,92.17,92.06,득점,,,,,017,,,95.17,92.94,,
,,48.89%,50.27%,공격,,,,,017,,,51.97%,49.00%,,
,,35.44%,40.53%,오픈공격,,,,,017,,,43.33%,44.04%,,
,,60.00%,64.71%,시간차공격,,,,,017,,,63.64%,51.90%,,
,,,0.00%,이동공격,,,,,017,,,,0.00%,,
,,47.50%,56.78%,후위공격,,,,,017,,,55.24%,47.89%,,
,,55.41%,53.55%,속공,,,,,017,,,56.41%,57.59%,,
,,62.16%,56.19%,퀵오픈,,,,,017,,,65.09%,56.05%,,
,,1.15,1.14,서브,,,,,017,,,1.12,1.42,,
,,2.04,2.35,블로킹,,,,,017,,,2.27,2.48,,
,,8.50,8.81,디그,,,,,017,,,8.88,9.58,,
,,11.31,11.77,세트,,,,,017,,,11.58,11.39,,
,,6.81,6.43,리시브,,,,,017,,,6.81,6.46,,
,,0.00,0.00,벌칙,,,,,017,,,0.00,0.00,,
,,27.50,24.36,범실,,,,,017,,,27.00,24.72,,
,,79.67,92.06,득점,,,,,017,85.83,87.97,,,,
,,51.80%,50.27%,공격,,,,,017,55.99%,52.70%,,,,
,,42.42%,40.53%,오픈공격,,,,,017,46.32%,43.10%,,,,
,,83.33%,64.71%,시간차공격,,,,,017,77.78%,66.92%,,,,
,,,0.00%,이동공격,,,,,017,,0.00%,,,,
,,57.34%,56.78%,후위공격,,,,,017,64.35%,57.71%,,,,
,,53.42%,53.55%,속공,,,,,017,62.50%,55.90%,,,,
,,57.35%,56.19%,퀵오픈,,,,,017,58.87%,57.84%,,,,
,,1.09,1.14,서브,,,,,017,1.41,1.12,,,,
,,2.00,2.35,블로킹,,,,,017,1.86,1.93,,,,
,,8.59,8.81,디그,,,,,017,10.45,9.69,,,,
,,12.55,11.77,세트,,,,,017,13.95,12.54,,,,
,,6.41,6.43,리시브,,,,,017,6.95,6.44,,,,
,,0.00,0.00,벌칙,,,,,017,0.00,0.00,,,,
,,20.67,24.36,범실,,,,,017,20.33,19.50,,,,
,,,,득점,97.67,93.75,,,017,95.67,87.97,,,,
,,,,공격,53.33%,52.51%,,,017,50.08%,52.70%,,,,
,,,,오픈공격,46.15%,46.58%,,,017,40.99%,43.10%,,,,
,,,,시간차공격,0.00%,62.50%,,,017,68.00%,66.92%,,,,
,,,,이동공격,,0.00%,,,017,,0.00%,,,,
,,,,후위공격,58.28%,56.31%,,,017,56.71%,57.71%,,,,
,,,,속공,55.77%,57.69%,,,017,46.67%,55.90%,,,,
,,,,퀵오픈,58.20%,54.95%,,,017,55.63%,57.84%,,,,
,,,,서브,1.46,1.54,,,017,0.81,1.12,,,,
,,,,블로킹,2.15,2.32,,,017,1.81,1.93,,,,
,,,,디그,9.62,10.29,,,017,9.65,9.69,,,,
,,,,세트,13.88,12.98,,,017,12.00,12.54,,,,
,,,,리시브,8.12,7.23,,,017,6.69,6.44,,,,
,,,,벌칙,0.00,0.03,,,017,0.00,0.00,,,,
