KB손해보험,KB손해보험,OK금융그룹,OK금융그룹,VS,대한항공,대한항공,삼성화재,삼성화재,시즌,우리카드,우리카드,한국전력,한국전력,현대캐피탈,현대캐피탈
Vs 상대,시즌평균,Vs 상대,시즌평균,구분,Vs 상대,시즌평균,Vs 상대,시즌평균,,Vs 상대,시즌평균,Vs 상대,시즌평균,Vs 상대,시즌평균
0.00,0.00,,,벌칙,,,,,015,0.00,0.00,,,,
23.00,26.81,,,범실,,,,,015,21.67,21.28,,,,
,,,,득점,,,,,015,84.67,86.86,,,86.17,90.14
,,,,공격,,,,,015,50.53%,52.01%,,,49.91%,51.28%
,,,,오픈공격,,,,,015,44.84%,45.52%,,,38.91%,41.95%
,,,,시간차공격,,,,,015,42.86%,67.21%,,,64.29%,59.32%
,,,,이동공격,,,,,015,,0.00%,,,,0.00%
,,,,후위공격,,,,,015,46.53%,55.77%,,,54.86%,53.37%
,,,,속공,,,,,015,51.72%,55.52%,,,55.67%,58.20%
,,,,퀵오픈,,,,,015,62.84%,57.27%,,,58.56%,58.66%
,,,,서브,,,,,015,1.33,1.22,,,1.96,1.84
,,,,블로킹,,,,,015,1.79,2.51,,,2.25,2.66
,,,,디그,,,,,015,8.88,8.83,,,8.79,8.36
,,,,세트,,,,,015,11.63,12.05,,,11.92,11.78
,,,,리시브,,,,,015,5.38,6.10,,,7.25,7.66
,,,,벌칙,,,,,015,0.00,0.00,,,0.00,0.00
,,,,범실,,,,,015,20.50,21.28,,,24.50,24.69
,,,,득점,,,,,015,87.67,86.86,75.67,81.03,,
,,,,공격,,,,,015,54.61%,52.01%,45.79%,46.46%,,
,,,,오픈공격,,,,,015,40.09%,45.52%,41.78%,38.97%,,
,,,,시간차공격,,,,,015,70.59%,67.21%,43.75%,55.66%,,
,,,,이동공격,,,,,015,,0.00%,,100.00%,,
,,,,후위공격,,,,,015,65.52%,55.77%,48.87%,47.34%,,
,,,,속공,,,,,015,67.92%,55.52%,48.28%,51.74%,,
,,,,퀵오픈,,,,,015,60.67%,57.27%,47.62%,52.43%,,
,,,,서브,,,,,015,0.82,1.22,0.59,0.71,,
,,,,블로킹,,,,,015,3.50,2.51,1.82,1.73,,
,,,,디그,,,,,015,9.50,8.83,10.32,9.13,,
,,,,세트,,,,,015,13.14,12.05,12.86,11.40,,
,,,,리시브,,,,,015,7.95,6.10,9.91,7.65,,
,,,,벌칙,,,,,015,0.00,0.00,0.00,0.00,,
,,,,범실,,,,,015,18.67,21.28,21.50,21.61,,
,,86.67,85.08,득점,,,,,015,91.17,86.86,,,,
,,50.85%,51.60%,공격,,,,,015,54.11%,52.01%,,,,
,,41.63%,43.34%,오픈공격,,,,,015,48.31%,45.52%,,,,
,,43.75%,53.13%,시간차공격,,,,,015,83.33%,67.21%,,,,
,,,0.00%,이동공격,,,,,015,,0.00%,,,,
,,53.55%,53.94%,후위공격,,,,,015,58.47%,55.77%,,,,
,,53.01%,55.24%,속공,,,,,015,53.45%,55.52%,,,,
,,62.20%,59.76%,퀵오픈,,,,,015,59.15%,57.27%,,,,
,,1.88,1.72,서브,,,,,015,1.54,1.22,,,,
,,2.21,2.20,블로킹,,,,,015,2.46,2.51,,,,
,,8.29,7.77,디그,,,,,015,8.38,8.83,,,,
,,12.21,11.65,세트,,,,,015,11.88,12.05,,,,
,,7.42,6.86,리시브,,,,,015,5.54,6.10,,,,
,,0.00,0.00,벌칙,,,,,015,0.00,0.00,,,,
,,24.50,27.39,범실,,,,,015,20.33,21.28,,,,
,,,,득점,88.83,89.74,80.50,84.50,016,,,,,,
,,,,공격,56.27%,55.49%,50.38%,50.13%,016,,,,,,
,,,,오픈공격,45.06%,46.66%,47.71%,45.79%,016,,,,,,
,,,,시간차공격,0.00%,35.29%,63.64%,63.64%,016,,,,,,
,,,,이동공격,,0.00%,,0.00%,016,,,,,,
,,,,후위공격,57.50%,57.51%,54.46%,48.85%,016,,,,,,
,,,,속공,63.75%,62.61%,44.87%,53.65%,016,,,,,,
,,,,퀵오픈,63.19%,60.68%,54.37%,56.30%,016,,,,,,
,,,,서브,2.17,1.62,1.09,1.03,016,,,,,,
,,,,블로킹,2.17,2.50,1.43,1.95,016,,,,,,
,,,,디그,8.22,9.46,8.22,9.67,016,,,,,,
,,,,세트,12.26,13.05,10.83,11.82,016,,,,,,
,,,,리시브,7.91,7.43,3.74,5.32,016,,,,,,
,,,,벌칙,0.00,0.00,0.00,0.00,016,,,,,,
,,,,범실,27.00,26.39,22.50,22.63,016,,,,,,
81.60,89.45,,,득점,87.20,89.74,,,016,,,,,,
50.81%,48.97%,,,공격,54.01%,55.49%,,,016,,,,,,
42.07%,41.96%,,,오픈공격,44.87%,46.66%,,,016,,,,,,
53.85%,62.35%,,,시간차공격,0.00%,35.29%,,,016,,,,,,
,0.00%,,,이동공격,,0.00%,,,016,,,,,,
53.19%,51.18%,,,후위공격,57.47%,57.51%,,,016,,,,,,
44.26%,51.28%,,,속공,64.04%,62.61%,,,016,,,,,,
62.50%,54.52%,,,퀵오픈,56.43%,60.68%,,,016,,,,,,
0.68,0.96,,,서브,1.47,1.62,,,016,,,,,,
2.74,2.28,,,블로킹,3.05,2.50,,,016,,,,,,
7.58,9.45,,,디그,8.26,9.46,,,016,,,,,,
11.42,12.08,,,세트,12.95,13.05,,,016,,,,,,
6.11,6.76,,,리시브,8.89,7.43,,,016,,,,,,
0.00,0.00,,,벌칙,0.00,0.00,,,016,,,,,,
18.80,23.67,,,범실,24.60,26.39,,,016,,,,,,
,,,,득점,95.60,89.74,,,016,,,,,96.80,92.81
,,,,공격,54.39%,55.49%,,,016,,,,,51.54%,51.24%
,,,,오픈공격,47.98%,46.66%,,,016,,,,,43.67%,41.14%
,,,,시간차공격,0.00%,35.29%,,,016,,,,,62.50%,66.67%
,,,,이동공격,,0.00%,,,016,,,,,,0.00%
,,,,후위공격,52.68%,57.51%,,,016,,,,,53.10%,54.28%
,,,,속공,64.29%,62.61%,,,016,,,,,57.83%,59.67%
,,,,퀵오픈,58.68%,60.68%,,,016,,,,,55.20%,56.38%
,,,,서브,1.10,1.62,,,016,,,,,1.43,1.14
,,,,블로킹,2.10,2.50,,,016,,,,,2.43,3.10
,,,,디그,9.38,9.46,,,016,,,,,7.81,9.58
,,,,세트,13.00,13.05,,,016,,,,,11.24,12.72
,,,,리시브,6.71,7.43,,,016,,,,,7.62,8.08
,,,,벌칙,0.00,0.00,,,016,,,,,0.00,0.00
,,,,범실,30.40,26.39,,,016,,,,,25.20,26.25
,,,,득점,95.00,89.74,,,016,,,80.20,81.91,,
,,,,공격,53.94%,55.49%,,,016,,,44.58%,46.75%,,
,,,,오픈공격,44.94%,46.66%,,,016,,,36.87%,40.55%,,
,,,,시간차공격,100.00%,35.29%,,,016,,,58.33%,54.26%,,
,,,,이동공격,,0.00%,,,016,,,,0.00%,,
,,,,후위공격,54.39%,57.51%,,,016,,,46.85%,45.24%,,
,,,,속공,56.94%,62.61%,,,016,,,42.00%,52.48%,,
,,,,퀵오픈,60.54%,60.68%,,,016,,,51.49%,53.52%,,
,,,,서브,1.89,1.62,,,016,,,0.68,0.82,,
,,,,블로킹,2.47,2.50,,,016,,,1.47,2.00,,
,,,,디그,11.58,9.46,,,016,,,9.58,9.81,,
,,,,세트,13.47,13.05,,,016,,,11.26,11.80,,
,,,,리시브,8.32,7.43,,,016,,,6.05,6.70,,
,,,,벌칙,0.00,0.00,,,016,,,0.00,0.00,,
,,,,범실,27.60,26.39,,,016,,,25.00,21.34,,
,,71.80,85.75,득점,85.20,89.74,,,016,,,,,,
,,51.02%,50.89%,공격,60.37%,55.49%,,,016,,,,,,
,,41.35%,43.30%,오픈공격,52.76%,46.66%,,,016,,,,,,
,,62.50%,59.09%,시간차공격,50.00%,35.29%,,,016,,,,,,
,,,0.00%,이동공격,,0.00%,,,016,,,,,,
,,66.99%,55.12%,후위공격,64.63%,57.51%,,,016,,,,,,
,,48.08%,54.23%,속공,54.10%,62.61%,,,016,,,,,,
,,47.96%,53.44%,퀵오픈,70.19%,60.68%,,,016,,,,,,
,,0.72,1.51,서브,1.39,1.62,,,016,,,,,,
,,1.61,2.04,블로킹,2.72,2.50,,,016,,,,,,
,,5.72,8.70,디그,8.28,9.46,,,016,,,,,,
,,10.44,11.69,세트,12.11,13.05,,,016,,,,,,
,,5.50,6.03,리시브,5.83,7.43,,,016,,,,,,
,,0.00,0.00,벌칙,0.00,0.00,,,016,,,,,,
,,24.60,26.47,범실,23.20,26.39,,,016,,,,,,
,,,,득점,86.80,89.74,,,016,82.80,90.47,,,,
,,,,공격,55.06%,55.49%,,,016,48.05%,52.18%,,,,
,,,,오픈공격,45.60%,46.66%,,,016,39.86%,41.84%,,,,
,,,,시간차공격,16.67%,35.29%,,,016,66.67%,75.00%,,,,
,,,,이동공격,,0.00%,,,016,,0.00%,,,,
,,,,후위공격,60.36%,57.51%,,,016,41.94%,53.63%,,,,
,,,,속공,71.88%,62.61%,,,016,52.54%,60.34%,,,,
,,,,퀵오픈,57.25%,60.68%,,,016,57.23%,57.07%,,,,
,,,,서브,1.61,1.62,,,016,1.28,1.26,,,,
,,,,블로킹,2.61,2.50,,,016,2.33,2.44,,,,
,,,,디그,11.33,9.46,,,016,9.61,10.71,,,,
,,,,세트,14.72,13.05,,,016,12.00,12.78,,,,
,,,,리시브,6.78,7.43,,,016,5.94,6.97,,,,
,,,,벌칙,0.00,0.00,,,016,0.00,0.00,,,,
,,,,범실,25.40,26.39,,,016,17.20,19.88,,,,
,,,,득점,88.83,89.74,80.50,84.50,016,,,,,,
,,,,공격,56.27%,55.49%,50.38%,50.13%,016,,,,,,
,,,,오픈공격,45.06%,46.66%,47.71%,45.79%,016,,,,,,
,,,,시간차공격,0.00%,35.29%,63.64%,63.64%,016,,,,,,
,,,,이동공격,,0.00%,,0.00%,016,,,,,,
,,,,후위공격,57.50%,57.51%,54.46%,48.85%,016,,,,,,
,,,,속공,63.75%,62.61%,44.87%,53.65%,016,,,,,,
,,,,퀵오픈,63.19%,60.68%,54.37%,56.30%,016,,,,,,
,,,,서브,2.17,1.62,1.09,1.03,016,,,,,,
,,,,블로킹,2.17,2.50,1.43,1.95,016,,,,,,
,,,,디그,8.22,9.46,8.22,9.67,016,,,,,,
,,,,세트,12.26,13.05,10.83,11.82,016,,,,,,
,,,,리시브,7.91,7.43,3.74,5.32,016,,,,,,
,,,,벌칙,0.00,0.00,0.00,0.00,016,,,,,,
,,,,범실,27.00,26.39,22.50,22.63,016,,,,,,
97.60,89.45,,,득점,,,104.00,84.50,016,,,,,,
46.76%,48.97%,,,공격,,,52.08%,50.13%,016,,,,,,
39.46%,41.96%,,,오픈공격,,,47.66%,45.79%,016,,,,,,
47.62%,62.35%,,,시간차공격,,,77.78%,63.64%,016,,,,,,
,0.00%,,,이동공격,,,,0.00%,016,,,,,,
50.00%,51.18%,,,후위공격,,,49.12%,48.85%,016,,,,,,
52.46%,51.28%,,,속공,,,52.86%,53.65%,016,,,,,,
52.05%,54.52%,,,퀵오픈,,,61.42%,56.30%,016,,,,,,
1.17,0.96,,,서브,,,1.17,1.03,016,,,,,,
2.26,2.28,,,블로킹,,,2.30,1.95,016,,,,,,
9.65,9.45,,,디그,,,10.09,9.67,016,,,,,,
11.83,12.08,,,세트,,,12.30,11.82,016,,,,,,
7.26,6.76,,,리시브,,,6.13,5.32,016,,,,,,
0.00,0.00,,,벌칙,,,0.00,0.00,016,,,,,,
27.80,23.67,,,범실,,,25.00,22.63,016,,,,,,
,,,,득점,,,91.40,84.50,016,,,,,92.60,92.81
,,,,공격,,,48.59%,50.13%,016,,,,,49.15%,51.24%
,,,,오픈공격,,,47.66%,45.79%,016,,,,,40.68%,41.14%
,,,,시간차공격,,,80.00%,63.64%,016,,,,,37.50%,66.67%
,,,,이동공격,,,,0.00%,016,,,,,,0.00%
,,,,후위공격,,,42.06%,48.85%,016,,,,,53.91%,54.28%
,,,,속공,,,48.21%,53.65%,016,,,,,54.22%,59.67%
,,,,퀵오픈,,,53.64%,56.30%,016,,,,,53.38%,56.38%
,,,,서브,,,1.00,1.03,016,,,,,1.15,1.14
,,,,블로킹,,,2.05,1.95,016,,,,,3.35,3.10
,,,,디그,,,10.50,9.67,016,,,,,9.60,9.58
,,,,세트,,,12.20,11.82,016,,,,,12.70,12.72
,,,,리시브,,,6.35,5.32,016,,,,,9.40,8.08
,,,,벌칙,,,0.00,0.00,016,,,,,0.00,0.00
,,,,범실,,,22.20,22.63,016,,,,,27.40,26.25
,,,,득점,,,85.83,84.50,016,,,75.00,81.91,,
,,,,공격,,,52.38%,50.13%,016,,,45.66%,46.75%,,
,,,,오픈공격,,,44.21%,45.79%,016,,,40.55%,40.55%,,
,,,,시간차공격,,,56.25%,63.64%,016,,,47.62%,54.26%,,
,,,,이동공격,,,,0.00%,016,,,,0.00%,,
,,,,후위공격,,,50.88%,48.85%,016,,,37.39%,45.24%,,
,,,,속공,,,66.22%,53.65%,016,,,55.00%,52.48%,,
,,,,퀵오픈,,,60.00%,56.30%,016,,,54.02%,53.52%,,
,,,,서브,,,1.14,1.03,016,,,0.64,0.82,,
,,,,블로킹,,,2.45,1.95,016,,,1.95,2.00,,
,,,,디그,,,11.05,9.67,016,,,10.41,9.81,,
,,,,세트,,,12.77,11.82,016,,,11.82,11.80,,
,,,,리시브,,,7.00,5.32,016,,,6.77,6.70,,
,,,,벌칙,,,0.00,0.00,016,,,0.00,0.00,,
,,,,범실,,,20.50,22.63,016,,,23.00,21.34,,
,,87.00,85.75,득점,,,83.20,84.50,016,,,,,,
,,52.25%,50.89%,공격,,,52.45%,50.13%,016,,,,,,
,,43.57%,43.30%,오픈공격,,,48.86%,45.79%,016,,,,,,
,,50.00%,59.09%,시간차공격,,,57.14%,63.64%,016,,,,,,
,,,0.00%,이동공격,,,,0.00%,016,,,,,,
,,51.61%,55.12%,후위공격,,,49.52%,48.85%,016,,,,,,
,,62.50%,54.23%,속공,,,62.50%,53.65%,016,,,,,,
,,57.14%,53.44%,퀵오픈,,,56.47%,56.30%,016,,,,,,
,,2.00,1.51,서브,,,0.89,1.03,016,,,,,,
,,2.42,2.04,블로킹,,,2.11,1.95,016,,,,,,
,,8.26,8.70,디그,,,7.95,9.67,016,,,,,,
,,11.58,11.69,세트,,,11.47,11.82,016,,,,,,
,,6.26,6.03,리시브,,,3.68,5.32,016,,,,,,
,,0.00,0.00,벌칙,,,0.00,0.00,016,,,,,,
,,26.80,26.47,범실,,,23.20,22.63,016,,,,,,
,,,,득점,,,62.60,84.50,016,82.60,90.47,,,,
,,,,공격,,,44.04%,50.13%,016,52.64%,52.18%,,,,
,,,,오픈공격,,,37.84%,45.79%,016,42.45%,41.84%,,,,
,,,,시간차공격,,,57.14%,63.64%,016,91.67%,75.00%,,,,
,,,,이동공격,,,,0.00%,016,,0.00%,,,,
,,,,후위공격,,,46.53%,48.85%,016,59.30%,53.63%,,,,
,,,,속공,,,46.00%,53.65%,016,54.39%,60.34%,,,,
,,,,퀵오픈,,,50.98%,56.30%,016,54.92%,57.07%,,,,
,,,,서브,,,0.82,1.03,016,1.59,1.26,,,,
,,,,블로킹,,,1.24,1.95,016,3.00,2.44,,,,
,,,,디그,,,10.24,9.67,016,11.53,10.71,,,,
,,,,세트,,,11.24,11.82,016,12.35,12.78,,,,
,,,,리시브,,,4.82,5.32,016,6.18,6.97,,,,
,,,,벌칙,,,0.00,0.00,016,0.00,0.00,,,,
,,,,범실,,,22.80,22.63,016,16.40,19.88,,,,
81.60,89.45,,,득점,87.20,89.74,,,016,,,,,,
50.81%,48.97%,,,공격,54.01%,55.49%,,,016,,,,,,
42.07%,41.96%,,,오픈공격,44.87%,46.66%,,,016,,,,,,
53.85%,62.35%,,,시간차공격,0.00%,35.29%,,,016,,,,,,
,0.00%,,,이동공격,,0.00%,,,016,,,,,,
53.19%,51.18%,,,후위공격,57.47%,57.51%,,,016,,,,,,
44.26%,51.28%,,,속공,64.04%,62.61%,,,016,,,,,,
62.50%,54.52%,,,퀵오픈,56.43%,60.68%,,,016,,,,,,
0.68,0.96,,,서브,1.47,1.62,,,016,,,,,,
2.74,2.28,,,블로킹,3.05,2.50,,,016,,,,,,
7.58,9.45,,,디그,8.26,9.46,,,016,,,,,,
11.42,12.08,,,세트,12.95,13.05,,,016,,,,,,
6.11,6.76,,,리시브,8.89,7.43,,,016,,,,,,
0.00,0.00,,,벌칙,0.00,0.00,,,016,,,,,,
18.80,23.67,,,범실,24.60,26.39,,,016,,,,,,
97.60,89.45,,,득점,,,104.00,84.50,016,,,,,,
46.76%,48.97%,,,공격,,,52.08%,50.13%,016,,,,,,
39.46%,41.96%,,,오픈공격,,,47.66%,45.79%,016,,,,,,
47.62%,62.35%,,,시간차공격,,,77.78%,63.64%,016,,,,,,
,0.00%,,,이동공격,,,,0.00%,016,,,,,,
50.00%,51.18%,,,후위공격,,,49.12%,48.85%,016,,,,,,
52.46%,51.28%,,,속공,,,52.86%,53.65%,016,,,,,,
52.05%,54.52%,,,퀵오픈,,,61.42%,56.30%,016,,,,,,
1.17,0.96,,,서브,,,1.17,1.03,016,,,,,,
2.26,2.28,,,블로킹,,,2.30,1.95,016,,,,,,
9.65,9.45,,,디그,,,10.09,9.67,016,,,,,,
11.83,12.08,,,세트,,,12.30,11.82,016,,,,,,
7.26,6.76,,,리시브,,,6.13,5.32,016,,,,,,
0.00,0.00,,,벌칙,,,0.00,0.00,016,,,,,,
27.80,23.67,,,범실,,,25.00,22.63,016,,,,,,
94.00,89.45,,,득점,,,,,016,,,,,101.00,92.81
49.62%,48.97%,,,공격,,,,,016,,,,,51.62%,51.24%
42.31%,41.96%,,,오픈공격,,,,,016,,,,,43.88%,41.14%
75.00%,62.35%,,,시간차공격,,,,,016,,,,,88.89%,66.67%
,0.00%,,,이동공격,,,,,016,,,,,,0.00%
56.98%,51.18%,,,후위공격,,,,,016,,,,,52.60%,54.28%
43.04%,51.28%,,,속공,,,,,016,,,,,58.88%,59.67%
54.27%,54.52%,,,퀵오픈,,,,,016,,,,,55.63%,56.38%
0.84,0.96,,,서브,,,,,016,,,,,1.04,1.14
2.16,2.28,,,블로킹,,,,,016,,,,,3.44,3.10
9.52,9.45,,,디그,,,,,016,,,,,9.44,9.58
12.60,12.08,,,세트,,,,,016,,,,,12.84,12.72
6.68,6.76,,,리시브,,,,,016,,,,,7.88,8.08
0.00,0.00,,,벌칙,,,,,016,,,,,0.00,0.00
26.33,23.67,,,범실,,,,,016,,,,,27.17,26.25
96.40,89.45,,,득점,,,,,016,,,95.20,81.91,,
49.66%,48.97%,,,공격,,,,,016,,,50.00%,46.75%,,
38.22%,41.96%,,,오픈공격,,,,,016,,,42.93%,40.55%,,
78.95%,62.35%,,,시간차공격,,,,,016,,,55.00%,54.26%,,
,0.00%,,,이동공격,,,,,016,,,,0.00%,,
49.23%,51.18%,,,후위공격,,,,,016,,,49.02%,45.24%,,
62.86%,51.28%,,,속공,,,,,016,,,59.18%,52.48%,,
57.53%,54.52%,,,퀵오픈,,,,,016,,,57.45%,53.52%,,
1.09,0.96,,,서브,,,,,016,,,0.77,0.82,,
2.14,2.28,,,블로킹,,,,,016,,,2.59,2.00,,
10.09,9.45,,,디그,,,,,016,,,10.09,9.81,,
12.86,12.08,,,세트,,,,,016,,,12.45,11.80,,
8.05,6.76,,,리시브,,,,,016,,,6.55,6.70,,
0.00,0.00,,,벌칙,,,,,016,,,0.00,0.00,,
23.60,23.67,,,범실,,,,,016,,,23.40,21.34,,
91.17,89.45,88.17,85.75,득점,,,,,016,,,,,,
51.32%,48.97%,50.25%,50.89%,공격,,,,,016,,,,,,
47.34%,41.96%,35.39%,43.30%,오픈공격,,,,,016,,,,,,
73.33%,62.35%,60.00%,59.09%,시간차공격,,,,,016,,,,,,
,0.00%,,0.00%,이동공격,,,,,016,,,,,,
52.17%,51.18%,58.02%,55.12%,후위공격,,,,,016,,,,,,
60.32%,51.28%,54.55%,54.23%,속공,,,,,016,,,,,,
49.59%,54.52%,56.07%,53.44%,퀵오픈,,,,,016,,,,,,
1.36,0.96,1.36,1.51,서브,,,,,016,,,,,,
2.72,2.28,2.32,2.04,블로킹,,,,,016,,,,,,
8.20,9.45,9.04,8.70,디그,,,,,016,,,,,,
11.00,12.08,11.48,11.69,세트,,,,,016,,,,,,
5.56,6.76,5.52,6.03,리시브,,,,,016,,,,,,
0.00,0.00,0.00,0.00,벌칙,,,,,016,,,,,,
22.50,23.67,25.17,26.47,범실,,,,,016,,,,,,
77.17,89.45,,,득점,,,,,016,86.67,90.47,,,,
46.36%,48.97%,,,공격,,,,,016,52.28%,52.18%,,,,
42.79%,41.96%,,,오픈공격,,,,,016,45.00%,41.84%,,,,
44.44%,62.35%,,,시간차공격,,,,,016,55.56%,75.00%,,,,
,0.00%,,,이동공격,,,,,016,,0.00%,,,,
46.11%,51.18%,,,후위공격,,,,,016,50.77%,53.63%,,,,
44.83%,51.28%,,,속공,,,,,016,58.14%,60.34%,,,,
52.15%,54.52%,,,퀵오픈,,,,,016,57.63%,57.07%,,,,
0.50,0.96,,,서브,,,,,016,0.95,1.26,,,,
1.68,2.28,,,블로킹,,,,,016,2.41,2.44,,,,
11.55,9.45,,,디그,,,,,016,11.86,10.71,,,,
12.77,12.08,,,세트,,,,,016,13.64,12.78,,,,
6.95,6.76,,,리시브,,,,,016,8.73,6.97,,,,
0.00,0.00,,,벌칙,,,,,016,0.00,0.00,,,,
22.83,23.67,,,범실,,,,,016,20.33,19.88,,,,
,,,,득점,95.60,89.74,,,016,,,,,96.80,92.81
,,,,공격,54.39%,55.49%,,,016,,,,,51.54%,51.24%
,,,,오픈공격,47.98%,46.66%,,,016,,,,,43.67%,41.14%
,,,,시간차공격,0.00%,35.29%,,,016,,,,,62.50%,66.67%
,,,,이동공격,,0.00%,,,016,,,,,,0.00%
,,,,후위공격,52.68%,57.51%,,,016,,,,,53.10%,54.28%
,,,,속공,64.29%,62.61%,,,016,,,,,57.83%,59.67%
,,,,퀵오픈,58.68%,60.68%,,,016,,,,,55.20%,56.38%
,,,,서브,1.10,1.62,,,016,,,,,1.43,1.14
,,,,블로킹,2.10,2.50,,,016,,,,,2.43,3.10
,,,,디그,9.38,9.46,,,016,,,,,7.81,9.58
,,,,세트,13.00,13.05,,,016,,,,,11.24,12.72
,,,,리시브,6.71,7.43,,,016,,,,,7.62,8.08
,,,,벌칙,0.00,0.00,,,016,,,,,0.00,0.00
,,,,범실,30.40,26.39,,,016,,,,,25.20,26.25
,,,,득점,,,91.40,84.50,016,,,,,92.60,92.81
,,,,공격,,,48.59%,50.13%,016,,,,,49.15%,51.24%
,,,,오픈공격,,,47.66%,45.79%,016,,,,,40.68%,41.14%
,,,,시간차공격,,,80.00%,63.64%,016,,,,,37.50%,66.67%
,,,,이동공격,,,,0.00%,016,,,,,,0.00%
,,,,후위공격,,,42.06%,48.85%,016,,,,,53.91%,54.28%
,,,,속공,,,48.21%,53.65%,016,,,,,54.22%,59.67%
,,,,퀵오픈,,,53.64%,56.30%,016,,,,,53.38%,56.38%
,,,,서브,,,1.00,1.03,016,,,,,1.15,1.14
,,,,블로킹,,,2.05,1.95,016,,,,,3.35,3.10
,,,,디그,,,10.50,9.67,016,,,,,9.60,9.58
,,,,세트,,,12.20,11.82,016,,,,,12.70,12.72
,,,,리시브,,,6.35,5.32,016,,,,,9.40,8.08
,,,,벌칙,,,0.00,0.00,016,,,,,0.00,0.00
,,,,범실,,,22.20,22.63,016,,,,,27.40,26.25
94.00,89.45,,,득점,,,,,016,,,,,101.00,92.81
49.62%,48.97%,,,공격,,,,,016,,,,,51.62%,51.24%
42.31%,41.96%,,,오픈공격,,,,,016,,,,,43.88%,41.14%
75.00%,62.35%,,,시간차공격,,,,,016,,,,,88.89%,66.67%
,0.00%,,,이동공격,,,,,016,,,,,,0.00%
56.98%,51.18%,,,후위공격,,,,,016,,,,,52.60%,54.28%
43.04%,51.28%,,,속공,,,,,016,,,,,58.88%,59.67%
54.27%,54.52%,,,퀵오픈,,,,,016,,,,,55.63%,56.38%
0.84,0.96,,,서브,,,,,016,,,,,1.04,1.14
2.16,2.28,,,블로킹,,,,,016,,,,,3.44,3.10
9.52,9.45,,,디그,,,,,016,,,,,9.44,9.58
12.60,12.08,,,세트,,,,,016,,,,,12.84,12.72
6.68,6.76,,,리시브,,,,,016,,,,,7.88,8.08
0.00,0.00,,,벌칙,,,,,016,,,,,0.00,0.00
26.33,23.67,,,범실,,,,,016,,,,,27.17,26.25
,,,,득점,,,,,016,,,83.40,81.91,89.80,92.81
,,,,공격,,,,,016,,,45.52%,46.75%,53.89%,51.24%
,,,,오픈공격,,,,,016,,,39.82%,40.55%,43.55%,41.14%
,,,,시간차공격,,,,,016,,,53.85%,54.26%,85.71%,66.67%
,,,,이동공격,,,,,016,,,,0.00%,,0.00%
,,,,후위공격,,,,,016,,,47.01%,45.24%,56.35%,54.28%
,,,,속공,,,,,016,,,47.92%,52.48%,62.22%,59.67%
,,,,퀵오픈,,,,,016,,,52.38%,53.52%,59.32%,56.38%
,,,,서브,,,,,016,,,1.47,0.82,1.05,1.14
,,,,블로킹,,,,,016,,,1.89,2.00,3.53,3.10
,,,,디그,,,,,016,,,10.63,9.81,11.05,9.58
,,,,세트,,,,,016,,,11.79,11.80,14.26,12.72
,,,,리시브,,,,,016,,,6.42,6.70,7.89,8.08
,,,,벌칙,,,,,016,,,0.00,0.00,0.00,0.00
,,,,범실,,,,,016,,,15.20,21.34,22.60,26.25
,,78.80,85.75,득점,,,,,016,,,,,85.80,92.81
,,45.41%,50.89%,공격,,,,,016,,,,,50.47%,51.24%
,,42.38%,43.30%,오픈공격,,,,,016,,,,,38.00%,41.14%
,,60.00%,59.09%,시간차공격,,,,,016,,,,,100.00%,66.67%
,,,0.00%,이동공격,,,,,016,,,,,,0.00%
,,44.66%,55.12%,후위공격,,,,,016,,,,,54.33%,54.28%
,,52.38%,54.23%,속공,,,,,016,,,,,65.08%,59.67%
,,45.04%,53.44%,퀵오픈,,,,,016,,,,,54.88%,56.38%
,,0.94,1.51,서브,,,,,016,,,,,1.50,1.14
,,1.67,2.04,블로킹,,,,,016,,,,,3.67,3.10
,,9.67,8.70,디그,,,,,016,,,,,9.17,9.58
,,10.89,11.69,세트,,,,,016,,,,,11.44,12.72
,,5.67,6.03,리시브,,,,,016,,,,,6.50,8.08
,,0.00,0.00,벌칙,,,,,016,,,,,0.00,0.00
,,24.40,26.47,범실,,,,,016,,,,,27.60,26.25
,,,,득점,,,,,016,95.00,90.47,,,89.83,92.81
,,,,공격,,,,,016,51.67%,52.18%,,,50.73%,51.24%
,,,,오픈공격,,,,,016,43.81%,41.84%,,,37.13%,41.14%
,,,,시간차공격,,,,,016,69.23%,75.00%,,,50.00%,66.67%
,,,,이동공격,,,,,016,,0.00%,,,,0.00%
,,,,후위공격,,,,,016,54.23%,53.63%,,,55.23%,54.28%
,,,,속공,,,,,016,62.67%,60.34%,,,60.71%,59.67%
,,,,퀵오픈,,,,,016,52.20%,57.07%,,,59.48%,56.38%
,,,,서브,,,,,016,1.21,1.26,,,0.79,1.14
,,,,블로킹,,,,,016,2.17,2.44,,,2.38,3.10
,,,,디그,,,,,016,10.92,10.71,,,10.42,9.58
,,,,세트,,,,,016,13.13,12.78,,,13.67,12.72
,,,,리시브,,,,,016,7.46,6.97,,,8.92,8.08
,,,,벌칙,,,,,016,0.00,0.00,,,0.00,0.00
,,,,범실,,,,,016,19.50,19.88,,,27.17,26.25
,,,,득점,95.00,89.74,,,016,,,80.20,81.91,,
,,,,공격,53.94%,55.49%,,,016,,,44.58%,46.75%,,
,,,,오픈공격,44.94%,46.66%,,,016,,,36.87%,40.55%,,
